141.80,161.37,98.01,192.17,177.29,40,35,10,357,URBANO
262.34,303.72,188.33,325.95,230.88,41,8,7,271,RURAL
96.49,127.17,172.53,279.36,228.48,42,0,9,406,RURAL
71.30,212.44,63.97,43.56,237.06,43,16,2,461,URBANO
253.01,92.49,156.79,101.83,175.11,44,33,7,453,URBANO
119.67,140.70,208.82,133.76,56.32,45,29,9,455,RURAL
312.35,136.82,183.34,9.89,169.33,46,5,4,149,RURAL
168.72,213.93,314.03,46.82,158.59,47,24,2,410,URBANO
182.49,71.57,17.78,263.59,204.92,48,30,8,308,RURAL
295.06,135.33,182.11,75.46,250.32,49,35,9,245,RURAL
276.28,232.00,55.11,153.20,232.70,50,8,1,87,RURAL
59.97,102.00,58.05,56.79,128.80,51,8,9,294,RURAL
51.68,138.94,223.11,161.80,212.56,52,18,8,54,URBANO
20.07,196.31,93.45,242.07,269.14,53,17,10,131,RURAL
96.19,177.45,283.73,2.76,57.71,54,0,4,263,URBANO
150.68,201.71,300.63,206.97,189.61,55,4,7,37,URBANO
225.37,129.65,65.20,288.24,206.32,56,29,8,463,URBANO
173.56,23.86,290.77,256.96,319.42,57,28,2,283,RURAL
45.37,196.67,106.84,181.65,284.02,58,26,8,0,RURAL
165.80,97.40,46.85,59.94,316.45,59,14,9,197,RURAL
277.20,196.57,134.28,122.38,131.39,60,21,7,190,URBANO
140.13,219.53,151.16,247.12,287.15,61,14,6,25,RURAL
255.32,295.96,312.82,287.78,154.61,62,14,4,132,URBANO
307.87,277.92,174.82,266.48,233.31,63,3,10,94,URBANO
88.21,177.00,46.14,236.31,149.37,64,19,2,133,URBANO
4.25,168.50,4.25,28.42,93.23,65,3,2,1,URBANO
314.50,198.39,67.69,279.78,280.10,66,8,3,459,URBANO
178.53,6.38,125.41,149.75,311.37,67,10,7,53,RURAL
139.76,65.82,43.77,97.07,63.49,68,1,9,414,RURAL
185.01,323.09,219.77,160.17,11.26,69,10,6,0,URBANO
175.92,266.54,140.13,207.33,212.12,70,32,2,164,RURAL
101.89,108.35,76.30,195.08,202.59,71,24,7,445,RURAL
191.55,89.95,257.22,14.17,70.44,72,4,7,348,URBANO
283.02,296.30,49.99,168.99,302.49,73,34,1,267,RURAL
8.04,24.65,164.86,262.05,297.53,74,3,2,406,RURAL
149.70,202.97,131.53,239.64,215.83,75,7,6,460,RURAL
287.51,25.62,89.59,115.69,268.77,76,20,4,316,RURAL
57.96,66.29,292.32,219.11,14.22,77,22,6,147,URBANO
64.24,229.52,30.87,12.46,82.53,78,27,4,149,URBANO
196.28,53.68,18.72,48.61,120.64,79,4,6,74,URBANO
3.47,185.51,33.05,213.21,121.78,80,21,6,281,RURAL
48.20,288.12,238.64,218.16,194.94,81,32,6,448,URBANO
171.54,185.57,243.67,109.87,116.94,82,12,5,0,RURAL
235.19,133.72,0.31,281.16,58.73,83,31,9,245,URBANO
206.89,112.67,190.77,320.30,219.99,84,22,2,288,URBANO
163.73,166.43,185.57,14.18,231.26,85,35,1,488,URBANO
241.29,185.73,206.94,85.94,83.11,86,5,6,424,URBANO
25.84,269.69,264.75,47.12,214.36,87,4,1,356,RURAL
293.71,29.68,102.64,114.28,4.49,88,17,1,167,URBANO
317.35,26.32,299.96,243.47,96.63,89,35,8,181,RURAL
92.01,117.99,86.28,116.19,99.78,90,10,6,149,URBANO
251.12,305.55,159.72,198.70,319.05,91,34,10,55,RURAL
87.57,97.14,48.59,55.04,22.25,92,1,3,392,RURAL
114.47,155.06,232.50,276.12,166.10,93,28,3,11,URBANO
314.66,187.24,285.01,42.43,91.21,94,35,2,212,URBANO
322.06,12.18,103.64,38.53,229.56,95,29,7,150,RURAL
21.95,235.88,235.56,156.86,80.83,96,6,7,315,RURAL
28.39,102.54,104.20,27.69,245.78,97,4,8,100,URBANO
176.69,35.12,262.88,251.90,140.05,98,14,4,64,URBANO
253.61,218.53,0.96,192.84,32.81,99,11,2,370,URBANO
270.77,154.72,8.07,110.05,235.13,100,12,8,412,URBANO
98.05,171.30,49.62,117.82,284.91,101,1,7,385,RURAL
193.60,241.37,230.10,327.18,318.58,102,17,5,272,RURAL
108.93,95.88,274.29,314.01,261.70,103,20,3,316,URBANO
312.25,44.42,41.87,25.39,233.73,104,24,5,98,URBANO
213.70,108.98,252.25,263.07,159.23,105,23,8,380,RURAL
121.31,195.68,238.62,64.78,295.29,106,34,7,287,RURAL
176.60,107.96,321.97,101.64,19.89,107,10,10,36,URBANO
247.05,268.78,158.08,254.85,97.26,108,12,4,195,RURAL
321.25,10.80,294.47,215.07,10.55,109,23,6,146,URBANO
325.79,255.65,203.27,87.39,160.71,110,30,3,216,URBANO
293.36,315.26,186.35,170.53,153.02,111,2,4,500,URBANO
112.54,185.92,304.65,217.34,78.00,112,14,5,247,RURAL
23.12,83.45,85.15,182.08,169.68,113,32,6,226,URBANO
232.37,213.90,289.67,93.80,147.89,114,15,2,201,RURAL
165.91,269.84,241.40,113.63,89.79,115,20,10,273,RURAL
152.60,1.31,291.73,253.39,51.78,116,9,6,67,RURAL
166.26,17.88,204.13,130.10,181.42,117,9,7,180,URBANO
172.86,23.69,286.41,163.59,36.17,118,28,7,110,URBANO
87.59,19.19,97.52,118.85,77.45,119,4,10,430,URBANO
250.95,215.01,257.40,211.49,195.56,120,0,6,99,URBANO
324.61,193.24,322.26,144.26,218.69,121,12,9,404,RURAL
5.06,49.05,19.81,211.60,173.40,122,27,9,146,RURAL
298.91,263.39,51.68,210.93,56.74,123,18,5,388,URBANO
176.61,270.82,71.43,100.88,52.94,124,22,4,459,RURAL
9.53,216.42,89.96,263.60,144.63,125,5,8,313,RURAL
167.55,235.19,84.20,59.89,317.80,126,10,8,489,RURAL
26.14,201.25,54.97,200.35,19.69,127,32,4,459,RURAL
160.29,144.95,309.20,117.87,134.72,128,19,9,480,RURAL
136.90,296.12,169.69,4.21,165.13,129,1,10,310,URBANO
182.75,52.74,30.75,137.72,200.67,130,35,4,296,URBANO
17.50,284.54,180.97,308.86,304.08,131,26,1,438,URBANO
173.43,256.01,54.19,137.68,207.34,132,9,4,400,RURAL
132.55,300.89,268.82,243.17,296.73,133,12,4,435,URBANO
271.08,249.93,169.16,34.17,304.89,134,9,10,126,RURAL
108.52,224.18,188.48,310.81,114.40,135,27,5,256,RURAL
50.21,157.02,59.39,238.69,55.07,136,29,3,125,RURAL
312.04,33.69,40.30,142.03,298.46,137,6,7,163,RURAL
106.15,74.23,192.91,156.73,206.79,138,34,6,56,URBANO
223.46,122.68,196.02,108.69,259.86,139,13,3,331,RURAL
134.90,238.67,300.25,57.31,145.45,140,0,6,106,RURAL
1.14,159.91,35.19,301.86,241.86,141,22,6,87,RURAL
46.19,172.72,127.17,116.36,185.40,142,14,3,323,RURAL
276.69,319.69,61.47,237.62,207.17,143,12,8,212,RURAL
7.37,23.27,121.62,178.77,119.42,144,9,8,37,RURAL
49.96,112.73,54.84,240.90,90.77,145,12,5,454,RURAL
182.40,245.06,86.95,74.97,169.81,146,0,7,312,RURAL
171.88,288.34,139.79,302.11,26.24,147,3,4,464,URBANO
212.08,227.67,169.60,85.33,72.50,148,12,7,369,RURAL
207.24,276.83,278.79,76.34,103.71,149,8,4,66,RURAL
245.55,20.06,84.44,314.51,90.07,150,0,6,151,RURAL
278.09,33.33,29.08,65.46,275.61,151,32,8,101,URBANO
283.41,208.59,220.43,126.83,254.47,152,16,3,287,URBANO
7.58,186.80,222.41,71.72,102.64,153,34,8,324,RURAL
299.16,166.24,305.60,20.60,290.24,154,12,6,193,RURAL
303.82,68.93,271.60,212.24,247.66,155,11,4,95,URBANO
286.49,262.31,289.28,69.26,221.94,156,24,2,393,RURAL
191.80,41.45,244.92,67.26,76.26,157,32,8,359,URBANO
17.57,238.60,145.64,42.63,170.46,158,3,5,415,RURAL
224.98,150.83,15.75,295.37,72.27,159,12,9,277,RURAL
149.39,64.61,114.16,47.75,280.08,160,11,6,119,RURAL
206.02,219.38,6.56,318.70,161.75,161,2,10,69,URBANO
81.89,102.51,28.02,137.64,270.38,162,22,2,319,RURAL
204.70,49.00,192.88,63.03,217.72,163,16,4,358,URBANO
73.75,101.30,138.06,84.02,22.11,164,2,10,80,RURAL
268.44,198.66,233.93,191.66,179.26,165,5,9,41,RURAL
215.16,298.37,36.75,47.10,62.65,166,13,8,181,RURAL
211.78,241.79,299.91,38.69,283.01,167,33,9,94,RURAL
231.75,324.47,67.31,62.80,79.50,168,34,10,466,URBANO
272.54,85.87,226.08,169.14,39.95,169,14,10,201,RURAL
11.29,251.44,41.90,157.20,273.07,170,2,9,416,URBANO
208.12,247.85,307.67,12.85,123.03,171,5,5,108,RURAL
87.46,263.39,95.71,259.14,253.10,172,14,5,440,RURAL
83.63,258.98,81.92,14.63,218.63,173,24,5,99,RURAL
28.10,276.17,263.46,278.01,30.29,174,1,1,102,URBANO
300.90,12.67,45.77,167.09,285.73,175,0,4,291,URBANO
137.96,67.90,216.84,51.52,138.27,176,30,7,115,URBANO
51.06,35.59,81.55,187.02,7.58,177,32,6,144,URBANO
124.10,53.54,72.06,156.52,282.92,178,0,8,343,URBANO
91.59,100.36,47.25,212.14,215.02,179,25,1,218,RURAL
186.37,159.84,92.61,155.38,1.59,180,25,4,229,URBANO
66.93,46.08,303.73,4.95,279.16,181,16,4,74,RURAL
46.00,186.12,197.61,259.08,182.50,182,35,3,425,RURAL
222.04,209.16,135.99,277.74,46.04,183,19,2,82,URBANO
219.02,280.89,143.49,113.81,157.97,184,16,10,76,RURAL
253.70,48.02,121.12,312.34,281.69,185,30,10,246,RURAL
229.42,164.69,246.13,212.07,163.97,186,2,8,497,RURAL
106.89,280.96,67.89,246.56,186.62,187,31,4,90,URBANO
292.48,200.03,102.52,312.25,210.28,188,27,9,270,URBANO
300.70,138.41,0.16,210.35,111.47,189,27,1,271,RURAL
283.37,6.52,300.48,317.78,60.47,190,25,1,195,URBANO
95.31,118.91,147.03,286.89,251.70,191,22,6,9,RURAL
260.05,247.42,286.07,253.78,4.68,192,24,8,357,RURAL
204.15,49.05,4.33,195.25,23.88,193,31,7,154,RURAL
2.17,209.80,143.41,257.48,85.89,194,28,7,95,RURAL
85.34,144.92,229.74,259.58,64.38,195,16,4,127,RURAL
3.16,5.88,184.86,68.21,59.37,196,26,7,234,URBANO
86.27,221.81,49.03,284.34,34.37,197,34,3,386,URBANO
47.68,75.42,291.19,71.02,230.98,198,29,2,35,RURAL
212.38,194.25,280.65,98.35,30.32,199,2,2,16,URBANO
14.08,207.98,283.93,268.35,43.12,200,19,2,383,URBANO
209.51,4.47,239.10,226.41,147.30,201,32,9,22,RURAL
264.30,181.79,14.78,146.26,8.13,202,7,3,268,RURAL
222.49,289.64,238.13,149.90,322.44,203,4,10,134,RURAL
46.58,271.65,76.37,173.08,270.23,204,29,7,353,RURAL
172.33,268.40,111.22,209.44,75.98,205,21,8,93,URBANO
306.14,216.34,141.18,64.91,316.56,206,21,2,223,URBANO
203.21,292.20,59.64,295.96,114.85,207,30,2,76,URBANO
268.24,126.92,145.60,168.45,200.88,208,1,6,451,URBANO
40.88,218.18,27.44,314.58,102.58,209,12,1,135,RURAL
211.14,243.25,241.26,247.01,188.12,210,22,5,312,URBANO
265.28,77.81,325.77,120.59,235.10,211,17,10,140,RURAL
9.64,77.24,298.28,34.83,224.08,212,29,2,371,URBANO
109.23,281.87,265.25,78.28,302.73,213,9,6,26,RURAL
31.25,215.70,290.62,14.68,15.63,214,5,8,450,URBANO
209.79,85.31,13.54,255.61,315.54,215,13,5,41,RURAL
182.64,139.21,311.46,149.48,56.84,216,4,8,443,URBANO
76.49,196.83,67.43,15.96,111.43,217,12,8,8,RURAL
85.22,241.28,14.27,277.30,91.97,218,28,6,354,RURAL
50.91,280.68,9.90,286.12,38.82,219,8,10,195,URBANO
202.98,140.69,191.57,86.27,36.92,220,24,4,232,URBANO
231.68,247.52,61.38,243.38,42.34,221,28,2,48,RURAL
287.91,13.59,103.34,198.69,163.59,222,29,5,67,URBANO
134.80,5.10,128.56,230.34,145.90,223,9,7,430,URBANO
77.00,55.07,282.90,111.39,281.08,224,27,7,25,URBANO
191.86,13.05,153.16,15.06,0.56,225,4,10,478,RURAL
122.87,246.36,152.99,308.54,295.27,226,21,5,389,URBANO
86.72,27.76,167.15,320.35,22.06,227,34,4,163,URBANO
126.22,213.33,89.10,96.71,53.92,228,21,1,415,URBANO
77.95,287.22,238.04,197.13,260.83,229,21,3,432,RURAL
5.52,263.08,131.27,107.92,230.44,230,20,9,131,URBANO
241.92,96.36,304.55,199.65,308.75,231,15,6,273,URBANO
162.07,216.25,77.68,38.80,183.75,232,0,1,53,RURAL
1.74,235.03,92.55,42.23,206.49,233,20,1,78,RURAL
33.29,149.20,228.13,9.44,165.01,234,1,5,210,URBANO
204.90,187.32,234.20,128.54,147.76,235,29,10,382,URBANO
87.21,120.48,88.07,309.91,57.05,236,1,10,75,URBANO
126.82,35.94,219.49,114.21,246.00,237,21,10,362,URBANO
146.96,309.13,323.61,249.61,119.19,238,10,4,305,RURAL
158.71,59.46,197.57,70.41,127.26,239,21,9,71,URBANO
131.39,99.60,251.65,258.29,219.97,240,35,8,50,URBANO
126.08,94.81,10.67,108.81,36.01,241,12,3,10,URBANO
320.73,281.48,150.45,60.42,169.96,242,31,3,327,RURAL
224.22,70.38,36.88,232.66,208.16,243,16,3,149,URBANO
76.84,187.65,10.37,165.36,152.21,244,1,10,375,URBANO
298.72,189.39,241.85,141.19,66.35,245,15,1,28,RURAL
218.02,140.57,79.39,223.31,39.12,246,15,9,94,RURAL
214.20,152.75,86.45,246.51,96.03,247,2,3,301,URBANO
268.46,238.34,159.31,262.08,275.97,248,32,2,277,RURAL
220.03,121.31,38.69,144.89,63.62,249,24,1,486,URBANO
207.10,111.60,325.64,168.36,299.91,250,23,10,464,RURAL
325.08,237.78,21.88,231.47,184.49,251,22,8,341,RURAL
159.51,69.33,223.06,173.46,58.75,252,25,10,99,RURAL
136.19,324.08,243.37,54.72,285.60,253,16,4,385,URBANO
224.55,89.32,143.12,278.72,92.38,254,14,4,132,URBANO
196.02,5.95,141.86,273.32,49.35,255,22,6,68,RURAL
137.27,252.10,23.47,30.28,289.83,256,12,6,290,URBANO
321.85,62.82,43.85,5.72,146.28,257,5,9,185,RURAL
19.13,258.04,47.89,235.21,164.22,258,4,6,259,RURAL
154.84,269.11,218.62,250.85,156.12,259,31,4,83,URBANO
85.26,240.23,42.19,63.37,78.47,260,15,2,42,RURAL
8.38,199.12,106.33,271.54,243.70,261,0,8,116,RURAL
212.92,242.86,117.72,129.09,229.11,262,35,1,260,URBANO
114.58,259.86,64.16,144.57,155.80,263,3,1,268,RURAL
99.17,194.81,260.77,247.17,257.95,264,29,10,486,RURAL
275.57,291.21,55.65,174.45,264.34,265,6,5,160,RURAL
175.93,283.97,30.49,93.05,114.35,266,31,7,40,RURAL
267.75,13.29,225.23,141.19,86.77,267,1,1,443,RURAL
89.75,250.62,273.61,84.76,139.43,268,6,10,415,RURAL
62.72,279.77,267.61,277.84,147.00,269,31,3,389,URBANO
15.27,225.34,114.51,263.23,243.68,270,13,6,115,RURAL
25.10,151.03,72.76,11.78,151.52,271,21,3,430,RURAL
85.28,305.08,28.84,100.96,282.33,272,18,6,131,RURAL
177.77,134.05,77.72,212.01,256.59,273,11,9,476,RURAL
53.59,137.27,225.96,99.25,113.64,274,22,7,193,URBANO
1.45,60.86,218.42,26.51,143.24,275,21,10,270,RURAL
260.69,299.45,60.33,220.65,191.52,276,11,9,305,URBANO
200.59,171.93,76.48,48.80,86.57,277,33,3,365,URBANO
182.70,2.72,314.10,185.51,139.47,278,29,7,478,RURAL
218.39,216.35,298.15,262.36,89.02,279,31,8,454,RURAL
212.21,142.20,238.15,203.37,3.59,280,13,8,193,RURAL
209.85,16.09,268.28,197.13,87.78,281,22,1,288,URBANO
3.79,320.69,144.78,298.14,286.43,282,34,8,16,RURAL
309.66,127.37,38.30,239.19,235.88,283,27,8,68,RURAL
109.04,226.98,160.60,260.31,315.21,284,0,10,57,RURAL
93.97,210.71,125.40,198.40,244.21,285,19,1,149,URBANO
174.01,73.48,76.84,137.47,206.92,286,16,6,225,RURAL
141.77,287.30,214.87,0.23,307.72,287,27,1,309,RURAL
291.82,56.84,215.05,143.63,40.94,288,4,2,231,URBANO
183.65,201.00,178.57,241.24,320.95,289,21,10,355,RURAL
300.29,137.07,34.27,115.02,197.45,290,2,7,258,URBANO
82.09,262.98,280.24,312.62,91.60,291,34,8,419,RURAL
311.07,186.80,204.87,77.06,215.98,292,7,5,12,URBANO
226.11,304.48,34.44,203.98,320.33,293,28,5,179,URBANO
26.11,61.88,207.10,75.08,159.55,294,17,10,167,RURAL
310.10,310.45,81.49,154.97,298.59,295,22,7,68,RURAL
201.12,81.35,140.18,179.32,196.37,296,35,3,102,RURAL
111.07,65.58,325.91,44.27,173.08,297,9,7,397,URBANO
290.37,235.17,296.20,221.17,138.15,298,18,7,347,RURAL
42.15,300.75,150.82,308.56,186.89,299,22,9,9,RURAL
67.72,48.06,89.72,110.83,70.39,300,0,6,242,RURAL
23.93,294.67,208.63,276.38,149.63,301,9,3,36,URBANO
263.17,301.38,179.55,161.54,277.01,302,33,7,170,URBANO
325.66,62.03,127.84,78.25,67.39,303,10,7,374,URBANO
129.32,171.59,87.16,182.93,321.16,304,3,5,41,URBANO
159.23,200.30,203.39,129.86,35.45,305,7,10,482,URBANO
44.68,281.41,126.11,16.05,160.35,306,0,8,319,RURAL
131.78,165.17,280.06,219.34,264.41,307,0,9,235,RURAL
239.36,149.38,265.83,89.41,102.39,308,29,5,490,URBANO
291.39,192.46,31.94,321.84,193.87,309,28,1,10,RURAL
44.42,182.08,157.70,154.18,295.31,310,14,4,160,RURAL
215.73,50.27,110.80,79.56,64.20,311,35,6,40,RURAL
46.63,162.23,249.18,103.99,240.42,312,25,10,329,URBANO
318.97,127.03,262.51,172.46,266.56,313,1,5,255,URBANO
245.93,276.97,289.70,229.59,133.86,314,6,5,106,RURAL
214.30,57.69,3.89,66.47,20.28,315,9,8,231,RURAL
131.64,127.66,264.74,248.34,200.61,316,11,7,474,RURAL
113.12,292.77,34.29,255.60,273.43,317,5,9,197,URBANO
104.36,143.74,268.11,306.87,304.09,318,17,8,234,RURAL
172.76,1.23,221.88,70.67,7.18,319,22,7,106,RURAL
33.22,90.50,59.65,308.17,46.16,320,1,10,355,RURAL
114.30,153.74,4.74,314.33,189.94,321,25,10,298,RURAL
316.21,277.46,205.65,158.60,172.64,322,34,3,338,RURAL
162.64,191.84,258.32,40.13,323.93,323,31,3,8,URBANO
56.85,81.62,51.77,134.04,231.98,324,12,4,492,URBANO
24.97,182.26,167.42,28.76,142.00,325,20,2,129,URBANO
327.10,105.19,79.49,183.41,46.48,326,19,1,334,URBANO
7.76,170.77,69.58,217.15,204.74,327,5,4,202,RURAL
157.62,233.37,139.02,155.31,103.72,328,12,6,53,URBANO
318.88,157.26,46.13,230.00,245.76,329,3,5,244,URBANO
25.98,153.58,148.52,23.32,119.05,330,5,10,320,URBANO
316.34,77.63,288.51,24.33,55.25,331,19,4,286,RURAL
167.77,137.84,273.11,233.32,68.57,332,7,4,409,RURAL
310.39,245.84,87.73,23.86,266.11,333,21,9,251,URBANO
147.04,228.52,252.59,297.25,225.97,334,31,9,224,RURAL
283.18,239.88,324.17,320.12,133.51,335,29,5,181,RURAL
232.25,202.57,186.69,58.86,116.07,336,3,9,42,RURAL
125.90,209.16,290.81,197.50,87.54,337,14,7,307,RURAL
324.80,48.07,51.94,251.87,51.95,338,21,4,0,RURAL
13.37,304.67,297.08,145.95,27.76,339,25,9,494,URBANO
151.80,57.82,86.15,203.10,310.82,340,33,8,129,RURAL
320.66,101.27,135.50,180.55,188.02,341,17,9,322,URBANO
137.34,85.76,135.06,23.80,249.76,342,3,8,452,URBANO
209.82,53.31,143.70,222.03,170.14,343,14,1,171,RURAL
101.39,46.67,26.73,145.77,195.20,344,1,2,44,RURAL
257.24,95.79,111.38,244.69,160.35,345,26,4,364,RURAL
116.95,218.25,155.04,314.15,180.50,346,11,2,416,URBANO
95.11,270.11,201.29,54.19,235.35,347,8,2,183,URBANO
112.84,196.72,109.96,254.10,102.56,348,28,2,277,URBANO
130.02,187.64,61.31,145.44,42.48,349,2,4,471,URBANO
198.73,160.35,148.68,305.07,272.93,350,3,7,93,URBANO
172.27,235.19,211.32,253.36,251.17,351,23,4,62,URBANO
134.02,83.38,203.09,104.14,8.30,352,21,10,286,RURAL
215.33,26.09,208.85,319.48,207.07,353,33,5,365,URBANO
123.27,264.24,215.23,54.35,123.47,354,13,9,151,RURAL
209.37,43.61,69.43,206.91,252.88,355,19,2,4,RURAL
19.65,209.24,9.86,117.89,229.91,356,3,5,420,URBANO
265.54,281.82,87.11,118.13,312.32,357,14,10,371,RURAL
246.85,112.71,121.53,5.52,6.78,358,17,3,294,URBANO
35.49,60.40,243.22,81.93,48.40,359,31,2,49,URBANO
282.99,117.53,158.17,218.74,258.81,360,17,1,5,RURAL
163.40,233.52,253.51,173.32,273.17,361,14,2,200,RURAL
66.36,36.40,236.49,245.19,195.69,362,24,10,446,URBANO
86.57,143.37,270.68,248.89,169.37,363,12,6,385,URBANO
14.29,90.28,219.06,184.78,35.18,364,27,2,30,RURAL
167.28,185.86,42.28,99.85,150.30,365,20,7,170,URBANO
121.37,35.97,118.65,9.32,189.51,366,35,1,489,RURAL
113.75,118.28,141.85,224.53,4.35,367,13,4,187,RURAL
4.38,10.58,220.63,317.61,276.10,368,16,4,322,URBANO
225.38,127.43,171.40,268.74,277.90,369,5,3,270,URBANO
320.58,256.20,91.84,70.14,113.95,370,20,3,337,URBANO
201.49,206.17,27.33,52.50,87.45,371,33,10,199,URBANO
270.09,273.51,260.58,225.14,270.02,372,33,5,2,URBANO
293.91,291.43,178.94,166.12,165.72,373,13,3,142,RURAL
27.62,114.17,166.91,313.47,165.77,374,11,10,106,RURAL
214.49,265.88,207.15,322.81,278.89,375,8,7,105,URBANO
20.10,291.28,193.59,234.08,233.74,376,21,3,116,RURAL
154.35,270.62,160.90,106.41,118.04,377,10,3,26,RURAL
162.22,228.80,5.84,53.34,37.64,378,16,10,434,RURAL
182.23,156.06,268.01,143.86,155.41,379,26,3,296,RURAL
71.27,132.48,223.06,281.53,91.21,380,17,2,272,RURAL
9.41,55.39,62.22,124.98,172.87,381,1,10,493,RURAL
199.92,321.46,184.57,274.87,94.65,382,18,7,382,URBANO
33.83,79.81,77.97,81.51,228.25,383,28,4,148,RURAL
25.34,185.66,113.63,146.01,131.92,384,26,7,74,RURAL
25.04,301.97,94.98,197.57,303.96,385,33,10,439,URBANO
156.75,184.22,258.92,279.16,11.94,386,35,3,140,URBANO
209.23,267.01,295.73,204.06,148.61,387,33,9,265,URBANO
46.58,127.18,147.69,127.26,323.44,388,1,9,4,URBANO
98.29,284.52,122.88,199.21,93.44,389,32,5,484,RURAL
114.40,162.27,115.69,45.18,249.50,390,6,8,329,URBANO
248.41,168.24,8.25,247.62,54.92,391,8,1,157,RURAL
205.45,275.65,231.64,136.75,131.48,392,31,7,153,URBANO
311.91,12.86,275.18,145.36,179.23,393,23,6,90,RURAL
163.27,54.93,113.49,127.17,107.35,394,1,9,107,URBANO
161.56,119.79,67.65,232.58,238.77,395,14,5,436,URBANO
20.17,59.38,275.18,240.50,209.34,396,4,1,97,RURAL
78.86,54.63,301.81,111.18,80.68,397,2,2,405,URBANO
200.32,90.85,269.34,244.39,31.09,398,8,1,316,RURAL
43.69,83.23,218.05,26.11,40.96,399,26,6,390,RURAL
8.36,283.39,215.31,288.55,273.64,400,12,2,294,URBANO
42.07,300.78,260.29,43.85,277.02,401,23,9,16,URBANO
165.23,260.45,221.59,178.14,272.51,402,34,3,19,URBANO
114.79,57.26,221.93,113.47,1.96,403,35,6,413,URBANO
16.40,318.12,186.95,34.02,98.78,404,16,2,354,RURAL
144.98,60.29,46.17,174.64,193.00,405,35,4,396,URBANO
151.82,22.59,225.17,200.89,298.48,406,31,1,32,RURAL
253.83,42.29,285.55,107.11,313.76,407,2,6,472,RURAL
70.98,173.26,194.96,325.48,240.63,408,18,7,247,RURAL
232.12,67.92,30.01,279.60,293.94,409,22,1,290,URBANO
322.95,239.24,322.17,64.85,227.92,410,33,7,439,URBANO
224.54,223.14,179.49,205.34,252.88,411,1,5,347,RURAL
158.69,216.94,117.09,221.89,246.97,412,28,6,135,RURAL
199.68,271.13,312.62,133.79,272.37,413,31,6,475,URBANO
65.77,180.12,237.60,0.68,170.27,414,15,7,430,URBANO
316.56,233.42,218.39,163.50,161.22,415,31,7,187,URBANO
90.63,311.97,47.99,116.44,140.29,416,26,1,91,URBANO
156.97,205.78,206.26,63.55,217.65,417,8,8,37,URBANO
247.79,298.28,92.33,132.29,56.05,418,27,10,148,URBANO
323.26,133.17,218.89,6.39,168.64,419,9,1,257,URBANO
117.88,304.32,175.42,148.15,308.82,420,26,6,30,URBANO
240.42,86.75,40.87,9.35,27.52,421,7,10,334,URBANO
146.14,14.28,223.34,120.06,92.78,422,11,7,463,URBANO
184.19,324.76,255.32,321.65,173.19,423,17,2,232,URBANO
177.90,31.03,198.86,55.33,21.00,424,16,3,208,RURAL
